Proposition_ID,Proposition,Perm,Letter,Mean,CI_low,CI_high,Includes_1,Includes_1_bonferroni,Success_rate,Mean_Pol,Mean_Mod,Mean_ModNeut,Mean_Flip,Mean_Dev,N_valid
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,0.980000004515837,0,1.0132712524872047,True,True,1.0,0.0,8.789402316804117e-10,5.924081643251644e-11,0.019999994545981854,0.0,100
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.487162057223701e-06,0,4.205015417987362e-06,False,False,0.0,1.8511992659125498e-05,0.0,4.461100129115208e-06,0.9999755397451545,0.0,100
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,0.09918820333471844,0,0.16629644348117287,False,False,0.0,0.0,0.0,0.0,0.0,0.9008117966652818,100
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,0.18262245544862524,0,0.24960477942506043,False,False,0.0,0.8047923457703111,0.0,3.910383504405033e-08,0.012585159677228714,0.0,100
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,0.9653184994711107,0,0.9929428990327341,False,True,1.0,0.0,0.032245344560885084,1.490237037183882e-08,0.002436141065633739,0.0,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,0.9999999995327391,0,0.9999999997277809,False,False,1.0,0.0,4.665048425760563e-10,1.9108378609051897e-13,5.648889145177671e-13,0.0,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,0.36028476477535193,0,0.464392141591578,False,False,0.0,0.43172490470957187,0.0,0.16133823984881032,0.0466520906662659,0.0,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,0.9994695802830351,0,1.0003457904459168,True,True,1.0,0.0,0.0,0.0,0.0,0.0005304197169648001,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,0.023706189103637188,0,0.05423512623021984,False,False,0.0,0.9762938086082517,0.0,1.0342903283131121e-09,1.2538207412290685e-09,0.0,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,0.9998399932904937,0,1.0001003540612927,True,True,1.0,0.0,0.00016000574693804073,6.969491505061506e-11,8.928735350660435e-10,0.0,100
1902,We should legalize ivory trade,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,0.9999947185879909,0,0.9999980915739094,False,True,1.0,0.0,5.281406701575787e-06,5.260584421135561e-12,4.6853039835534037e-14,0.0,100
