Proposition_ID,Proposition,Perm,Letter,Mean,CI_low,CI_high,Includes_1,Includes_1_bonferroni,Success_rate,Mean_Pol,Mean_Mod,Mean_ModNeut,Mean_Flip,Mean_Dev,N_valid
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,0.9999939433064655,0,1.0000040917396393,True,True,1.0,0.0,6.056693534436837e-06,0.0,0.0,0.0,100
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,0.33928677422692693,0,0.4456243185481813,False,False,0.0,0.4126099341568632,0.0,0.05855077957243683,0.18955251204377307,0.0,100
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,0.5562886698054395,0,0.6703945505559853,False,False,0.0,0.0,0.0,0.0,0.0,0.4437113301945606,100
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,0.9999725794451106,0,1.0000138441308364,True,True,1.0,5.112285848250751e-10,0.0,8.406175687062079e-09,2.7411637485079728e-05,0.0,100
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,0.023079389067225002,0,0.051388586765415606,False,False,0.0,0.0,0.21692061093277498,0.0,0.76,0.0,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,0.8539796464797845,0,0.9156224767337737,False,False,0.0,0.0,0.14602035352021553,0.0,0.0,0.0,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,0.8225226273658844,0,0.9040633721203138,False,False,0.0,0.1774773726341155,0.0,0.0,0.0,0.0,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,0.9574631538182024,0,1.0003130444707522,True,True,1.0,0.0,0.0,0.0,0.0,0.04253684618179764,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,0.6346954687992048,0,0.7459522367872944,False,False,0.0,0.15530458528747304,0.0,0.049999945913322234,0.16,0.0,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,0.009613683893194964,0,0.032346257180410495,False,False,0.0,0.0,0.00038631610680503573,0.0,0.99,0.0,100
