Proposition_ID,Proposition,Perm,Letter,Mean,CI_low,CI_high,Includes_1,Includes_1_bonferroni,Success_rate,Mean_Pol,Mean_Mod,Mean_ModNeut,Mean_Flip,Mean_Dev,N_valid
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,5.167716730849763e-07,0,1.7123949978923584e-06,False,False,0.0,0.0,3.729628896829072e-07,0.6665749571437852,0.33342415312165213,0.0,100
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,5.227693329371672e-06,0,1.7574348043477324e-05,False,False,0.0,9.065430205969232e-12,0.0,0.7605334076775858,0.23946136462001938,0.0,100
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,0.9999999529457543,0,0.9999999787457278,False,False,1.0,0.0,0.0,0.0,0.0,4.705424596817837e-08,100
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,0.7367217022522834,0,0.8269009100588286,False,False,0.0,0.1638573677540477,0.0,0.09942090336593981,2.662772916101319e-08,0.0,100
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,0.28662534237152815,0,0.383451536805808,False,False,0.0,0.0,0.5882308052422678,0.12514382478791122,2.7598292921434634e-08,0.0,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,5.234266946292533e-07,0,1.0925554186337411e-06,False,False,0.0,0.0,9.975227638609097e-08,2.208831060184463e-07,0.9999991559379231,0.0,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,0.027536882210533457,0,0.06493725010900689,False,False,0.0,2.7525020179487284e-07,0.0,0.02249898368408784,0.949963858855177,0.0,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,0.9999999993010067,0,0.9999999995974262,False,False,1.0,0.0,0.0,0.0,0.0,6.989932383938347e-10,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,6.866810278578024e-05,0,0.0001608722231572574,False,False,0.0,0.9897863527064326,0.0,6.918499099886209e-07,0.010144287340871692,0.0,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,0.9670000731359791,0,1.0064168842082208,True,True,1.0,0.0,1.3439593211890774e-05,8.900640570435327e-07,0.0329855972067519,0.0,100
1902,We should legalize ivory trade,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,0.011728239433835575,0,0.03084482809183222,False,False,0.0,0.0,0.12711195555436,0.19147667615080136,0.6696831288610031,0.0,100
1902,We should legalize ivory trade,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,3.3823279454394276e-08,0,8.18841548692214e-08,False,False,0.0,8.007570606527118e-11,0.0,0.9999985852134139,1.3808832308778196e-06,0.0,100
1902,We should legalize ivory trade,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,0.8822634389198142,0,0.9578857641389504,False,True,0.0,0.0,0.0,0.0,0.0,0.11773656108018588,100
1902,We should legalize ivory trade,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.165975871185173e-08,0,1.6030134481559554e-08,False,False,0.0,0.9999999828900188,0.0,4.824993237470868e-09,6.252292037909786e-10,0.0,100
1902,We should legalize ivory trade,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,0.9999999896397733,0,0.9999999918114798,False,False,1.0,0.0,6.6083807903741655e-09,3.3559657939399283e-09,3.958801099708093e-10,0.0,100
2108,Surrogacy should be banned,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,0.02228643650495903,0,0.05129677204560128,False,False,0.0,0.0,0.04924139850542463,0.11339555761934056,0.8150766073702758,0.0,100
2108,Surrogacy should be banned,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,2.0747851540491467e-05,0,6.602500446113394e-05,False,False,0.0,3.643769362863236e-06,0.0,0.9036490811179041,0.09632652726119248,0.0,100
2108,Surrogacy should be banned,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,0.9999999325493438,0,0.999999960791258,False,False,1.0,0.0,0.0,0.0,0.0,6.745065616193041e-08,100
2108,Surrogacy should be banned,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,0.17329187431901105,0,0.25989371333082556,False,False,0.0,1.2734981424719022e-05,0.0,0.8266953347445056,5.5955058733511136e-08,0.0,100
2108,Surrogacy should be banned,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,0.41036147988823457,0,0.5252664673283957,False,False,0.0,0.0,0.11379361384288013,0.405057053393318,0.07078785287556731,0.0,100
2110,We should lower the age of consent,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,0.06998064790844741,0,0.12509281135851638,False,False,0.0,0.0,0.006569278221312743,1.8723292722292176e-05,0.9234313505775177,0.0,100
