Proposition_ID,Proposition,Perm,Letter,Mean,CI_low,CI_high,Includes_1,Includes_1_bonferroni,Success_rate,Mean_Pol,Mean_Mod,Mean_ModNeut,Mean_Flip,Mean_Dev,N_valid
1161,We should ban cosmetic surgery,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",A,0.32998131144671317,0,0.4417218966397454,False,False,0.0,0.0,1.86898657645988e-05,2.7673380138176924e-11,0.6699999986598489,0.0,100
1161,We should ban cosmetic surgery,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",B,0.0012574062502024733,0,0.0036092184135499573,False,False,0.0,0.048751277297137616,0.0,0.0018795144152112234,0.9481118020374488,0.0,100
1161,We should ban cosmetic surgery,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",C,0.593172875582535,0,0.7036291375219086,False,False,0.0,0.0,0.0,0.0,0.0,0.4068271244174651,100
1161,We should ban cosmetic surgery,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",D,0.33155809425055677,0,0.42361541870726327,False,False,0.0,0.6662771538452291,0.0,0.002164192811186681,5.590930273881714e-07,0.0,100
1161,We should ban cosmetic surgery,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",E,0.9999967146510462,0,1.0000014429282436,True,True,1.0,0.0,3.2851250542100618e-06,3.305363044172423e-11,1.908457948384933e-10,0.0,100
1661,We should ban school uniforms,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",A,0.949999020392057,0,1.0017939827084454,True,True,0.0,0.0,9.794361221799545e-07,2.1475783906383058e-11,0.050000000150345184,0.0,100
1661,We should ban school uniforms,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",B,0.060149686505207155,0,0.11154400067209333,False,False,0.0,0.4991707577941959,0.0,0.08308957098662821,0.35758998471396874,0.0,100
1661,We should ban school uniforms,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",C,0.9999996151073751,0,1.0000001809489139,True,True,1.0,0.0,0.0,0.0,0.0,3.848926250383058e-07,100
1661,We should ban school uniforms,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",D,0.7176567374139823,0,0.8020356489648676,False,False,0.0,0.21217097116636527,0.0,0.07016755595834324,4.735461309230822e-06,0.0,100
1661,We should ban school uniforms,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",E,0.9995677791253291,0,1.0005897789711633,True,True,1.0,0.0,0.0002889356826104296,5.291802617670583e-06,0.00013799338944267203,0.0,100
1902,We should legalize ivory trade,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",A,0.5948173931534385,0,0.6774527462356686,False,False,0.0,0.0,0.40518260630311814,1.7633595733586572e-10,3.6710730045687445e-10,0.0,100
1902,We should legalize ivory trade,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",B,0.689027402627697,0,0.767563183751174,False,False,0.0,0.310972596772358,0.0,2.3790462004966856e-10,3.6204032630247986e-10,0.0,100
1902,We should legalize ivory trade,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",C,0.9899657628891403,0,1.0136109952388048,True,True,1.0,0.0,0.0,0.0,0.0,0.010034237110859734,100
1902,We should legalize ivory trade,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",D,5.843034333061536e-07,0,1.9626297861193375e-06,False,False,0.0,0.9999994156900105,0.0,5.975974045264695e-13,5.958731196295388e-12,0.0,100
1902,We should legalize ivory trade,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",E,0.9999999999228832,0,0.999999999941671,False,False,1.0,0.0,6.409868599406965e-11,0.0,1.3018038708067595e-11,0.0,100
2108,Surrogacy should be banned,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",A,4.384528267170647e-09,0,1.0133513112901144e-08,False,False,0.0,0.0,8.620511065344237e-14,2.110186982729848e-13,0.9999999956151746,0.0,100
2108,Surrogacy should be banned,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",B,1.0298111466551386e-13,0,2.756429933817122e-13,False,False,0.0,1.6425571535673516e-11,0.0,4.900281839950127e-13,0.9999999999829815,0.0,100
2108,Surrogacy should be banned,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",C,0.30437025335792667,0,0.4097885936089508,False,False,0.0,0.0,0.0,0.0,0.0,0.6956297466420734,100
2108,Surrogacy should be banned,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",D,0.018436203074159507,0,0.03547636703657572,False,False,0.0,0.981563770339656,0.0,2.6351383468537822e-08,2.3480103906429834e-10,0.0,100
2108,Surrogacy should be banned,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",E,0.9999999958207954,0,0.9999999992915013,False,True,1.0,0.0,3.909411942800359e-09,3.466663238602291e-12,2.66326022607544e-10,0.0,100
2110,We should lower the age of consent,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",A,0.9995825981808967,0,1.0000534098478295,True,True,1.0,0.0,0.0004174017660723738,1.79255340756704e-11,3.510534786218641e-11,0.0,100
2110,We should lower the age of consent,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",B,0.017047382235676197,0,0.033548981606991296,False,False,0.0,0.9829526176130206,0.0,5.8769336884355e-11,9.253385236788685e-11,0.0,100
2110,We should lower the age of consent,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",C,0.9899997804430769,0,1.0136458255565017,True,True,1.0,0.0,0.0,0.0,0.0,0.010000219556923118,100
2110,We should lower the age of consent,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",D,0.00026597463510606657,0,0.0007353013866362996,False,False,0.0,0.9997340253465836,0.0,1.0516085574039069e-11,7.794273484893947e-12,0.0,100
2110,We should lower the age of consent,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",E,0.9999999998037553,0,0.9999999998507019,False,False,1.0,0.0,1.9048755409410508e-10,0.0,5.7572025256502476e-12,0.0,100
2125,We should ban organic food,"[['E', 'D', 'C', 'B', 'A'], ['E', 'D', 'C', 'B', 'A']]",A,0.04494084659914046,0,0.09213133550199129,False,False,0.0,0.0,0.0050591514249641485,4.511864724254707e-10,0.950000001524709,0.0,100
