Proposition_ID,Proposition,Perm,Letter,Mean,CI_low,CI_high,Includes_1,Includes_1_bonferroni,Success_rate,Mean_Pol,Mean_Mod,Mean_ModNeut,Mean_Flip,Mean_Dev,N_valid
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,0.9190366609858144,0,0.9320988902216697,False,False,0.0,0.0,0.0798169005642526,3.883473221406071e-06,0.0011425549767116166,0.0,100
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,0.2879790006000218,0,0.3712729945404453,False,False,0.0,0.021132982848477123,0.0,0.0002745870783788091,0.6906134294731223,0.0,100
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,0.40896935216804764,0,0.5114271039218611,False,False,0.0,0.0,0.0,0.0,0.0,0.5910306478319524,100
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,0.7794550970675772,0,0.8366671420513501,False,False,0.0,0.00586824290001379,0.0,0.00011343584956275667,0.21456322418284618,0.0,100
1161,We should ban cosmetic surgery,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,0.015251439623377128,0,0.02308032922605201,False,False,0.0,0.0,0.6361619921377052,0.00010729370510426999,0.34847927453381344,0.0,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,0.9369958858515903,0,0.9590561542075436,False,False,0.0,0.0,0.039615761891050226,4.451496835052852e-06,0.023383900760524514,0.0,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,0.4932459149138381,0,0.5598077890199487,False,False,0.0,0.44774189627739636,0.0,0.0001456696387875982,0.05886651916997786,0.0,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,0.7550973229794345,0,0.8330631566765976,False,False,0.0,0.0,0.0,0.0,0.0,0.24490267702056545,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,0.005684111859334735,0,0.010987380283651505,False,False,0.0,0.0023942347352896936,0.0,8.92553617419628e-06,0.9919127278692014,0.0,100
1661,We should ban school uniforms,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,0.02117405296027928,0,0.043236880075602474,False,False,0.0,0.0,0.005830774671070316,1.4234141118726726e-05,0.9729809382275316,0.0,100
1902,We should legalize ivory trade,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,0.00996497532290782,0,0.011772978648476963,False,False,0.0,0.0,0.8945785708028292,4.364045643990316e-05,0.09541281341782329,0.0,100
1902,We should legalize ivory trade,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,0.9790418680942978,0,1.0041498304393435,True,True,1.0,0.002918241425636665,0.0,8.879200790405393e-05,0.017951098472161447,0.0,100
1902,We should legalize ivory trade,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,0.3358736206777207,0,0.43742932570866233,False,False,0.0,0.0,0.0,0.0,0.0,0.6641263793222794,100
1902,We should legalize ivory trade,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.5780040768707502e-06,0,2.0666156597567646e-06,False,False,0.0,0.9999865996066665,0.0,0.0,1.1822389256681007e-05,0.0,100
1902,We should legalize ivory trade,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,0.9999890484991005,0,0.9999920544228998,False,False,1.0,0.0,1.4236494652701402e-06,0.0,9.527851434205867e-06,0.0,100
2108,Surrogacy should be banned,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,0.5523377330855014,0,0.6175118744180893,False,False,0.0,0.0,0.20400132493536663,2.6402671279730886e-06,0.24365830171200414,0.0,100
